listing_date,model_name,city,mileage_kmpl,age_years,kms_driven,owner,price_inr_thousands,fuel_pct_change_1yr
2026-02-12,Hero Splendor Plus,Bengaluru,65,7.8,45486,2nd Owner,21.1,4.35
2022-01-04,Bajaj Pulsar 150,Bengaluru,45,4.1,29752,2nd Owner,53.7,0.0
2026-01-11,Honda Activa 6G,Delhi,55,7.1,35324,2nd Owner,25.9,4.57
2026-02-02,Bajaj Pulsar 150,Delhi,45,7.3,34654,2nd Owner,31.5,4.55
2025-10-13,Hero Splendor Plus,Mumbai,65,5.2,21561,2nd Owner,31.0,4.5
2026-03-17,Honda Activa 6G,Delhi,55,7.5,59351,1st Owner,23.3,4.4
2024-02-24,Royal Enfield Classic 350,Mumbai,35,2.1,12780,1st Owner,138.4,9.44
2024-10-03,Yamaha FZ-S,Bengaluru,42,7.5,58686,3rd Owner,25.5,4.89
2023-02-06,Honda Activa 6G,Bengaluru,55,6.4,46189,1st Owner,27.5,0.62
2022-03-17,Bajaj Platina,Mumbai,62,1.4,12069,1st Owner,58.7,5.96
2025-02-14,Hero Splendor Plus,Delhi,65,5.5,32079,3rd Owner,27.4,5.02
2025-09-20,Hero HF Deluxe,Delhi,68,7.4,32597,1st Owner,22.0,4.72
2022-12-13,Bajaj Platina,Bengaluru,62,6.1,31254,2nd Owner,25.4,4.05
2023-02-08,KTM Duke 200,Bengaluru,32,1.4,9991,1st Owner,145.0,0.6
2022-08-08,Hero HF Deluxe,Bengaluru,68,2.8,18776,1st Owner,44.7,11.51
2026-04-09,Bajaj Platina,Mumbai,62,6.2,43062,1st Owner,26.9,4.21
2024-09-26,KTM Duke 200,Bengaluru,32,4.9,31529,2nd Owner,78.6,4.93
2025-07-21,Hero HF Deluxe,Delhi,68,4.2,30684,1st Owner,31.6,4.8
2022-08-24,Hero Splendor Plus,Delhi,65,5.2,35223,2nd Owner,32.5,11.58
2025-01-16,TVS Jupiter,Bengaluru,52,6.9,48412,1st Owner,23.7,4.78
2022-08-03,KTM Duke 200,Bengaluru,32,2.4,14146,1st Owner,132.8,11.65
2023-07-15,Suzuki Access 125,Mumbai,50,1.4,6059,3rd Owner,58.4,-5.22
2023-10-07,Hero HF Deluxe,Mumbai,68,7.3,45664,2nd Owner,18.0,0.29
2023-10-31,Bajaj Platina,Delhi,62,7.1,47852,1st Owner,22.3,2.61
2022-10-14,Bajaj Pulsar 150,Delhi,45,6.5,32825,2nd Owner,38.4,9.91
2022-01-08,KTM Duke 200,Mumbai,32,7.0,34047,1st Owner,67.6,0.0
2023-05-29,Honda Activa 6G,Delhi,55,6.9,60611,3rd Owner,20.0,-3.53
2023-06-18,Hero HF Deluxe,Mumbai,68,3.1,19535,2nd Owner,36.1,-4.11
2022-02-03,KTM Duke 200,Delhi,32,3.8,16447,3rd Owner,87.9,0.0
2024-06-02,TVS Jupiter,Bengaluru,52,1.1,5085,1st Owner,65.9,9.64
2024-07-29,Royal Enfield Classic 350,Delhi,35,3.3,16617,1st Owner,124.0,10.02
2022-03-10,Hero HF Deluxe,Mumbai,68,3.7,29215,1st Owner,36.8,5.59
2022-09-30,Hero HF Deluxe,Bengaluru,68,5.1,31697,1st Owner,29.3,10.31
2022-03-29,Royal Enfield Classic 350,Delhi,35,6.2,44455,3rd Owner,62.1,7.01
2025-01-29,Bajaj Pulsar 150,Delhi,45,5.7,26287,1st Owner,45.6,4.96
2022-01-10,Bajaj Pulsar 150,Mumbai,45,3.8,22588,1st Owner,60.1,0.0
2023-12-23,Royal Enfield Classic 350,Delhi,35,3.6,28211,2nd Owner,100.3,10.24
2023-07-04,TVS Jupiter,Mumbai,52,0.6,4728,1st Owner,72.4,-4.77
2024-10-19,Bajaj Platina,Mumbai,62,6.4,37122,1st Owner,27.1,4.77
2023-11-01,Suzuki Access 125,Delhi,50,6.1,26173,1st Owner,35.4,2.68
2023-05-08,Yamaha FZ-S,Delhi,42,1.3,7962,3rd Owner,82.0,-2.59
2023-06-14,Royal Enfield Classic 350,Mumbai,35,7.5,41341,1st Owner,58.0,-3.96
2023-07-30,Suzuki Access 125,Mumbai,50,7.1,57902,2nd Owner,23.2,-5.17
2023-04-27,KTM Duke 200,Bengaluru,32,7.8,46310,1st Owner,54.3,-1.94
2025-11-04,Hero HF Deluxe,Delhi,68,4.6,25914,2nd Owner,30.1,4.65
2022-06-06,Bajaj Platina,Bengaluru,62,4.1,26447,1st Owner,38.3,9.94
2023-04-06,Royal Enfield Classic 350,Mumbai,35,5.6,35477,3rd Owner,69.0,-1.01
2024-03-23,KTM Duke 200,Mumbai,32,1.7,7000,1st Owner,151.7,9.44
2024-12-08,Hero HF Deluxe,Bengaluru,68,2.7,13088,1st Owner,41.9,4.7
2024-07-20,Bajaj Pulsar 150,Delhi,45,1.0,7761,1st Owner,94.8,10.0
2024-08-02,Suzuki Access 125,Delhi,50,5.2,27974,2nd Owner,33.6,10.02
2026-06-13,Yamaha FZ-S,Mumbai,42,5.6,22917,1st Owner,49.2,4.12
2022-09-09,Bajaj Pulsar 150,Mumbai,45,7.0,33537,2nd Owner,33.6,10.5
2023-04-04,Suzuki Access 125,Delhi,50,3.0,20086,2nd Owner,49.7,-0.99
2026-01-20,Yamaha FZ-S,Delhi,42,7.4,33446,2nd Owner,32.9,4.53
2024-12-10,Honda Activa 6G,Mumbai,55,7.2,56469,3rd Owner,20.1,4.59
2024-10-21,Yamaha FZ-S,Mumbai,42,4.4,28551,1st Owner,58.6,4.77
2026-06-11,Yamaha FZ-S,Mumbai,42,1.0,8284,3rd Owner,86.7,4.13
2026-03-15,Suzuki Access 125,Mumbai,50,3.6,31642,2nd Owner,40.0,4.18
2023-05-03,Hero HF Deluxe,Delhi,68,3.6,17158,1st Owner,36.4,-2.35
2025-05-25,TVS Jupiter,Bengaluru,52,2.6,11695,1st Owner,51.2,4.68
2026-06-22,Hero Splendor Plus,Bengaluru,65,1.0,6745,2nd Owner,60.9,4.2
2025-11-24,Bajaj Pulsar 150,Bengaluru,45,4.4,25930,3rd Owner,45.3,4.52
2023-05-11,Bajaj Platina,Bengaluru,62,0.8,5817,2nd Owner,61.1,-2.6
2025-08-18,Suzuki Access 125,Delhi,50,1.7,8277,1st Owner,63.4,4.79
2023-02-19,Hero Splendor Plus,Mumbai,65,1.1,7108,1st Owner,64.0,0.59
2023-05-01,Yamaha FZ-S,Bengaluru,42,0.7,5168,1st Owner,100.1,-2.13
2022-05-20,Hero Splendor Plus,Mumbai,65,6.5,35511,1st Owner,29.0,8.93
2023-02-28,Suzuki Access 125,Mumbai,50,7.8,63586,2nd Owner,19.7,0.59
2025-04-07,Suzuki Access 125,Delhi,50,7.0,40247,2nd Owner,24.8,4.93
2024-06-30,Suzuki Access 125,Mumbai,50,5.5,28910,1st Owner,35.5,9.32
2025-12-23,TVS Jupiter,Bengaluru,52,3.6,30799,1st Owner,41.1,4.47
2025-02-26,Bajaj Platina,Delhi,62,6.6,38512,3rd Owner,22.9,5.02
2025-01-05,Hero HF Deluxe,Mumbai,68,3.8,28634,1st Owner,34.6,4.64
2026-02-14,Hero Splendor Plus,Bengaluru,65,7.3,47408,3rd Owner,20.2,4.31
2022-06-23,KTM Duke 200,Mumbai,32,5.3,27408,2nd Owner,73.3,10.46
2023-05-12,Royal Enfield Classic 350,Mumbai,35,5.9,45763,2nd Owner,68.4,-2.57
2023-09-13,KTM Duke 200,Bengaluru,32,2.0,14235,1st Owner,135.1,-0.21
2026-03-01,Honda Activa 6G,Bengaluru,55,2.1,14175,1st Owner,55.5,4.25
2024-12-08,Bajaj Pulsar 150,Mumbai,45,2.7,14583,2nd Owner,68.1,4.6
2024-05-29,Hero HF Deluxe,Delhi,68,7.8,65137,1st Owner,17.7,10.07
2023-10-30,Suzuki Access 125,Bengaluru,50,1.5,9307,3rd Owner,55.4,2.39
2023-01-14,TVS Jupiter,Mumbai,52,5.8,43580,3rd Owner,23.7,0.55
2024-11-20,TVS Jupiter,Delhi,52,7.4,63216,2nd Owner,19.0,4.94
2025-04-18,KTM Duke 200,Delhi,32,5.6,35450,2nd Owner,73.2,4.89
2023-04-07,Bajaj Pulsar 150,Mumbai,45,3.9,24442,1st Owner,61.4,-1.06
2026-05-17,Bajaj Pulsar 150,Delhi,45,2.5,11087,1st Owner,72.5,4.43
2024-05-12,Suzuki Access 125,Bengaluru,50,7.4,52994,3rd Owner,19.9,9.64
2023-01-12,Suzuki Access 125,Bengaluru,50,4.4,33431,1st Owner,41.8,0.55
2023-08-08,KTM Duke 200,Bengaluru,32,1.2,4948,1st Owner,164.9,-0.97
2024-08-16,KTM Duke 200,Delhi,32,4.6,39456,2nd Owner,79.4,5.23
2024-06-28,Suzuki Access 125,Delhi,50,0.8,6290,1st Owner,73.3,9.93
2026-04-07,Hero Splendor Plus,Delhi,65,6.2,51664,1st Owner,26.9,4.41
2024-11-27,Honda Activa 6G,Mumbai,55,7.9,69622,2nd Owner,17.6,4.61
2022-12-27,Bajaj Platina,Mumbai,62,4.4,18190,3rd Owner,30.6,0.59
2025-11-13,TVS Jupiter,Delhi,52,4.9,33977,2nd Owner,33.3,4.68
2024-12-28,Bajaj Pulsar 150,Mumbai,45,8.0,41329,2nd Owner,29.5,4.63
2023-11-01,Royal Enfield Classic 350,Mumbai,35,0.7,5263,2nd Owner,159.2,2.52
2022-07-12,Honda Activa 6G,Bengaluru,55,2.5,14985,2nd Owner,51.4,11.7
2024-01-07,KTM Duke 200,Mumbai,32,5.3,44808,2nd Owner,68.1,9.55
2023-04-24,Bajaj Pulsar 150,Delhi,45,3.7,16105,1st Owner,61.1,-1.88
2025-02-14,Royal Enfield Classic 350,Bengaluru,35,2.0,9151,1st Owner,149.1,4.83
2024-10-09,Hero HF Deluxe,Delhi,68,7.5,42368,2nd Owner,18.5,5.08
2023-10-05,Bajaj Platina,Bengaluru,62,4.9,38198,2nd Owner,28.5,0.25
2023-12-19,Royal Enfield Classic 350,Mumbai,35,3.0,16526,1st Owner,128.7,9.58
2026-02-02,Bajaj Pulsar 150,Bengaluru,45,5.8,44339,1st Owner,40.4,4.39
2024-08-09,Hero HF Deluxe,Mumbai,68,2.5,11249,2nd Owner,42.3,4.94
2024-10-16,Honda Activa 6G,Bengaluru,55,6.8,42187,3rd Owner,23.6,4.86
2022-09-20,Yamaha FZ-S,Mumbai,42,4.1,23898,1st Owner,59.8,10.27
2025-09-01,Bajaj Platina,Bengaluru,62,7.3,30460,2nd Owner,23.8,4.59
2024-02-18,KTM Duke 200,Mumbai,32,6.9,52700,3rd Owner,50.7,9.48
2022-09-13,Bajaj Platina,Delhi,62,0.7,4891,1st Owner,70.7,11.13
2025-03-20,Honda Activa 6G,Delhi,55,5.5,27591,1st Owner,36.8,5.01
2024-02-07,TVS Jupiter,Delhi,52,3.5,19307,2nd Owner,43.1,10.05
2022-08-28,TVS Jupiter,Bengaluru,52,2.4,9916,2nd Owner,48.3,11.0
2024-05-30,Royal Enfield Classic 350,Bengaluru,35,6.5,53557,2nd Owner,58.8,9.65
2025-01-29,Hero Splendor Plus,Delhi,65,5.6,31536,1st Owner,32.1,4.96
2025-10-02,Royal Enfield Classic 350,Bengaluru,35,6.4,37573,1st Owner,73.0,4.59
2023-11-19,Royal Enfield Classic 350,Mumbai,35,5.7,23311,2nd Owner,79.6,4.22
2025-11-09,Bajaj Pulsar 150,Bengaluru,45,0.5,3480,1st Owner,97.5,4.51
2023-08-16,Royal Enfield Classic 350,Mumbai,35,6.7,57483,2nd Owner,56.2,-0.76
2026-02-19,Honda Activa 6G,Bengaluru,55,6.0,43445,3rd Owner,24.0,4.25
2023-09-28,KTM Duke 200,Bengaluru,32,4.6,35588,1st Owner,87.0,0.08
2023-07-01,Suzuki Access 125,Mumbai,50,0.6,3907,1st Owner,74.1,-4.63
2025-06-04,TVS Jupiter,Mumbai,52,6.4,54257,2nd Owner,22.7,4.6
2026-03-08,KTM Duke 200,Mumbai,32,6.3,47498,3rd Owner,54.1,4.16
2022-11-05,TVS Jupiter,Delhi,52,3.9,18333,2nd Owner,40.2,7.62
2022-07-06,Yamaha FZ-S,Delhi,42,7.9,53905,1st Owner,29.9,11.9
2023-11-17,Yamaha FZ-S,Delhi,42,2.7,21324,1st Owner,76.2,4.3
2024-03-15,Bajaj Pulsar 150,Bengaluru,45,5.6,47968,2nd Owner,37.9,9.68
2025-06-25,KTM Duke 200,Delhi,32,5.1,28511,1st Owner,88.9,4.9
2023-11-27,Royal Enfield Classic 350,Mumbai,35,5.9,40307,1st Owner,77.4,4.97
2024-06-09,Hero HF Deluxe,Delhi,68,6.4,42061,1st Owner,23.6,10.0
2024-09-17,KTM Duke 200,Bengaluru,32,3.6,19487,2nd Owner,99.5,4.93
2024-04-03,Royal Enfield Classic 350,Mumbai,35,6.3,33163,1st Owner,76.6,9.47
2024-11-12,Honda Activa 6G,Bengaluru,55,1.8,11097,1st Owner,61.1,4.76
2025-06-10,Royal Enfield Classic 350,Delhi,35,6.4,54792,2nd Owner,59.5,4.88
2023-06-24,Royal Enfield Classic 350,Delhi,35,5.1,23116,2nd Owner,81.9,-4.64
2022-03-19,Bajaj Platina,Mumbai,62,1.8,13405,1st Owner,55.2,6.06
2025-06-25,Bajaj Platina,Delhi,62,6.3,56065,1st Owner,24.3,4.9
2023-09-02,Honda Activa 6G,Mumbai,55,5.5,48650,1st Owner,29.0,-0.4
2023-03-11,Honda Activa 6G,Mumbai,55,2.9,14745,1st Owner,49.8,0.17
2022-03-04,Suzuki Access 125,Mumbai,50,5.5,39056,1st Owner,34.6,5.35
2022-12-17,Yamaha FZ-S,Mumbai,42,5.9,28999,2nd Owner,41.1,0.58
2022-09-19,KTM Duke 200,Bengaluru,32,1.0,5282,2nd Owner,145.3,10.53
2024-03-23,TVS Jupiter,Delhi,52,5.5,49458,1st Owner,29.0,10.08
2024-07-07,KTM Duke 200,Delhi,32,3.9,20696,3rd Owner,91.2,9.99
2023-10-24,Hero Splendor Plus,Delhi,65,2.4,20116,1st Owner,48.4,1.88
2024-11-26,Suzuki Access 125,Delhi,50,5.0,34365,2nd Owner,32.9,4.92
2026-02-16,KTM Duke 200,Mumbai,32,7.3,33940,3rd Owner,50.5,4.18
2023-02-27,Hero HF Deluxe,Mumbai,68,5.3,23306,2nd Owner,26.9,0.6
2022-07-01,Yamaha FZ-S,Mumbai,42,2.6,21461,1st Owner,71.8,10.87
2023-10-29,Hero Splendor Plus,Bengaluru,65,7.5,39714,1st Owner,24.2,2.29
2026-04-20,Hero HF Deluxe,Bengaluru,68,1.1,8651,2nd Owner,52.7,4.32
2022-02-20,Hero Splendor Plus,Bengaluru,65,7.6,39940,1st Owner,24.0,5.38
2025-06-09,Hero Splendor Plus,Bengaluru,65,5.5,34709,1st Owner,32.6,4.71
2022-10-06,Suzuki Access 125,Mumbai,50,7.6,55951,1st Owner,22.8,9.95
2025-11-02,Hero Splendor Plus,Delhi,65,3.1,17936,3rd Owner,40.0,4.66
2023-02-01,Hero HF Deluxe,Bengaluru,68,2.7,19924,1st Owner,39.5,0.6
2023-05-07,Bajaj Pulsar 150,Bengaluru,45,6.0,50806,1st Owner,37.3,-2.43
2024-11-19,Hero Splendor Plus,Delhi,65,7.5,62153,1st Owner,20.0,4.93
2024-12-04,Yamaha FZ-S,Delhi,42,1.8,11264,1st Owner,90.5,4.91
2025-06-29,Hero HF Deluxe,Delhi,68,4.7,20897,1st Owner,32.7,4.86
2022-03-02,Yamaha FZ-S,Bengaluru,42,5.9,45188,2nd Owner,40.3,5.4
2022-06-28,Yamaha FZ-S,Mumbai,42,2.8,20144,2nd Owner,70.2,10.7
2025-08-24,Hero Splendor Plus,Bengaluru,65,7.6,34085,1st Owner,24.2,4.61
2026-06-16,Bajaj Platina,Mumbai,62,1.4,10788,3rd Owner,49.1,4.15
2025-02-13,Honda Activa 6G,Bengaluru,55,3.0,26121,1st Owner,50.9,4.82
2023-03-11,Suzuki Access 125,Delhi,50,1.9,7983,2nd Owner,60.1,0.18
2022-09-18,Hero Splendor Plus,Mumbai,65,6.7,42453,1st Owner,27.6,10.31
2022-08-01,Suzuki Access 125,Mumbai,50,4.3,22968,3rd Owner,36.1,11.42
2022-05-29,Bajaj Platina,Bengaluru,62,3.1,22372,1st Owner,47.9,9.56
2023-10-13,Royal Enfield Classic 350,Bengaluru,35,2.5,21984,1st Owner,126.6,0.83
2023-01-25,Hero Splendor Plus,Bengaluru,65,6.9,42141,2nd Owner,23.1,0.63
2022-10-27,Honda Activa 6G,Bengaluru,55,3.7,22060,3rd Owner,37.9,8.22
2023-11-06,KTM Duke 200,Bengaluru,32,3.0,25654,2nd Owner,101.4,3.05
2022-01-08,Yamaha FZ-S,Bengaluru,42,2.0,15259,2nd Owner,76.7,0.0
2022-07-28,KTM Duke 200,Mumbai,32,7.5,53896,1st Owner,55.3,11.52
2024-02-09,Hero Splendor Plus,Delhi,65,2.4,12958,1st Owner,52.0,10.03
2023-05-27,Royal Enfield Classic 350,Mumbai,35,0.9,4560,1st Owner,183.5,-3.24
2022-09-14,Honda Activa 6G,Mumbai,55,7.6,39389,1st Owner,26.9,10.39
2022-12-29,TVS Jupiter,Mumbai,52,4.5,26235,1st Owner,38.2,0.56
2024-12-06,Honda Activa 6G,Delhi,55,7.2,60485,2nd Owner,21.5,4.9
2022-02-21,Bajaj Pulsar 150,Bengaluru,45,6.3,55726,1st Owner,34.1,5.37
2022-08-22,Royal Enfield Classic 350,Bengaluru,35,1.4,7935,2nd Owner,143.7,11.16
2026-04-13,Hero Splendor Plus,Bengaluru,65,6.5,45294,1st Owner,25.1,4.3
2023-10-31,TVS Jupiter,Bengaluru,52,4.4,34376,1st Owner,36.8,2.5
2023-10-07,Royal Enfield Classic 350,Bengaluru,35,5.3,46564,1st Owner,81.1,0.3
2024-03-25,Yamaha FZ-S,Bengaluru,42,1.9,15016,1st Owner,87.2,9.67
2023-04-10,Suzuki Access 125,Mumbai,50,5.1,33049,3rd Owner,30.8,-1.18
2025-10-05,Hero Splendor Plus,Bengaluru,65,0.6,3866,2nd Owner,66.9,4.61
2023-09-10,KTM Duke 200,Bengaluru,32,4.1,30766,3rd Owner,82.4,-0.27
2024-02-26,Honda Activa 6G,Delhi,55,3.4,23805,2nd Owner,44.5,10.1
2023-06-02,Yamaha FZ-S,Bengaluru,42,6.0,45628,2nd Owner,37.7,-3.58
2025-04-02,Bajaj Pulsar 150,Mumbai,45,4.7,22108,3rd Owner,45.9,4.65
2024-03-03,Hero Splendor Plus,Bengaluru,65,7.2,47843,3rd Owner,21.3,9.7
2025-10-29,Bajaj Pulsar 150,Delhi,45,3.9,27575,1st Owner,55.7,4.68
2025-08-10,Suzuki Access 125,Delhi,50,2.7,13282,2nd Owner,51.4,4.79
2023-06-03,Suzuki Access 125,Mumbai,50,5.0,25340,2nd Owner,36.5,-3.54
2023-10-15,Hero HF Deluxe,Bengaluru,68,2.1,10214,2nd Owner,44.7,0.98
2023-06-13,Hero Splendor Plus,Mumbai,65,1.3,10044,2nd Owner,55.2,-3.94
2023-07-26,TVS Jupiter,Mumbai,52,5.4,38128,1st Owner,32.4,-5.25
2025-01-03,Suzuki Access 125,Delhi,50,7.3,58366,1st Owner,23.8,4.92
2024-01-04,TVS Jupiter,Mumbai,52,7.9,32814,2nd Owner,21.6,9.53
2022-10-28,Bajaj Pulsar 150,Bengaluru,45,4.4,36807,1st Owner,52.3,8.1
2025-10-07,KTM Duke 200,Delhi,32,0.7,6363,1st Owner,161.5,4.79
2022-11-20,Bajaj Pulsar 150,Delhi,45,4.7,24040,1st Owner,54.6,6.04
2025-08-06,KTM Duke 200,Mumbai,32,2.9,23737,2nd Owner,107.6,4.54
2026-02-08,KTM Duke 200,Delhi,32,3.1,16754,3rd Owner,97.2,4.54
2024-04-13,Royal Enfield Classic 350,Mumbai,35,1.8,15365,1st Owner,148.5,9.5
2022-09-25,Bajaj Platina,Mumbai,62,7.1,61636,1st Owner,20.5,10.17
2022-09-19,KTM Duke 200,Delhi,32,3.6,22358,1st Owner,109.5,10.99
2022-04-24,Bajaj Pulsar 150,Delhi,45,2.7,18169,1st Owner,69.7,8.32
2022-01-07,Hero Splendor Plus,Mumbai,65,0.9,7701,3rd Owner,53.6,0.0
2024-12-27,Hero Splendor Plus,Delhi,65,3.1,21529,1st Owner,46.4,4.9
2024-06-06,Honda Activa 6G,Delhi,55,2.0,13790,1st Owner,63.3,10.02
2025-02-17,Yamaha FZ-S,Delhi,42,6.7,57234,2nd Owner,31.7,5.02
2023-01-28,TVS Jupiter,Delhi,52,5.4,46360,1st Owner,31.0,0.64
2024-10-05,Hero Splendor Plus,Bengaluru,65,3.7,23994,2nd Owner,37.2,4.85
2024-06-15,Bajaj Pulsar 150,Bengaluru,45,6.6,28698,1st Owner,41.5,9.58
2025-11-14,Yamaha FZ-S,Mumbai,42,6.4,33728,2nd Owner,38.7,4.42
2024-07-06,Hero Splendor Plus,Mumbai,65,5.2,31998,1st Owner,33.4,9.36
2023-08-21,KTM Duke 200,Bengaluru,32,0.7,5503,1st Owner,164.3,-0.69
2023-08-08,Suzuki Access 125,Bengaluru,50,1.7,9241,2nd Owner,59.7,-0.97
2023-08-04,Suzuki Access 125,Bengaluru,50,0.7,4179,2nd Owner,70.2,-1.06
2025-10-04,Suzuki Access 125,Mumbai,50,5.2,46731,2nd Owner,32.0,4.5
2025-06-15,Hero Splendor Plus,Mumbai,65,5.8,39376,1st Owner,30.7,4.59
2024-05-07,Bajaj Pulsar 150,Mumbai,45,6.6,53119,3rd Owner,29.2,9.4
2023-05-25,KTM Duke 200,Mumbai,32,7.2,41380,1st Owner,59.8,-3.14
2022-03-12,Honda Activa 6G,Bengaluru,55,3.4,27587,3rd Owner,40.4,5.83
2023-10-01,Hero Splendor Plus,Delhi,65,1.9,8915,2nd Owner,53.8,0.16
2023-02-04,Suzuki Access 125,Delhi,50,1.8,14579,1st Owner,61.9,0.65
2023-02-23,TVS Jupiter,Delhi,52,0.6,5532,1st Owner,69.5,0.63
2026-03-07,Suzuki Access 125,Bengaluru,50,5.6,44620,2nd Owner,30.9,4.26
2022-12-08,Bajaj Pulsar 150,Delhi,45,2.4,16752,1st Owner,73.1,4.36
2023-08-13,Suzuki Access 125,Delhi,50,2.9,22369,2nd Owner,46.0,-0.9
2022-04-07,Yamaha FZ-S,Delhi,42,2.2,18249,1st Owner,76.2,7.47
2022-04-25,KTM Duke 200,Delhi,32,3.8,21712,2nd Owner,96.2,8.38
2026-01-09,Hero HF Deluxe,Mumbai,68,1.1,6724,2nd Owner,49.7,4.32
2023-05-02,Bajaj Pulsar 150,Bengaluru,45,4.4,31713,2nd Owner,48.0,-2.2
2025-02-19,Bajaj Platina,Mumbai,62,2.9,21753,1st Owner,46.7,4.71
2025-12-30,Bajaj Platina,Mumbai,62,6.0,51212,3rd Owner,20.9,4.34
2023-01-01,Yamaha FZ-S,Bengaluru,42,6.3,41146,1st Owner,41.5,0.55
2022-06-07,KTM Duke 200,Delhi,32,5.7,33351,1st Owner,79.4,10.42
2025-08-16,Bajaj Pulsar 150,Mumbai,45,0.8,6794,1st Owner,94.1,4.53
2022-10-29,Hero HF Deluxe,Delhi,68,2.0,17043,2nd Owner,46.2,8.36
2022-12-23,Bajaj Platina,Mumbai,62,1.6,8291,1st Owner,54.0,0.59
2024-05-23,Suzuki Access 125,Bengaluru,50,3.0,19394,1st Owner,54.1,9.63
2023-09-10,TVS Jupiter,Delhi,52,2.5,14187,1st Owner,51.0,-0.28
2023-02-26,Honda Activa 6G,Mumbai,55,7.1,42185,1st Owner,26.3,0.6
2023-05-04,Yamaha FZ-S,Mumbai,42,3.3,29329,3rd Owner,56.9,-2.25
2025-11-18,Bajaj Platina,Delhi,62,5.9,49476,2nd Owner,22.9,4.68
2026-05-13,KTM Duke 200,Delhi,32,7.9,56348,1st Owner,48.6,4.42
2025-02-17,Royal Enfield Classic 350,Bengaluru,35,3.6,30480,2nd Owner,100.4,4.83
2024-02-12,Hero Splendor Plus,Bengaluru,65,2.0,14429,1st Owner,58.2,9.64
2023-01-18,Honda Activa 6G,Delhi,55,5.1,45632,2nd Owner,29.8,0.62
2022-02-02,Honda Activa 6G,Delhi,55,3.5,31160,1st Owner,44.3,0.0
2026-02-11,Bajaj Pulsar 150,Mumbai,45,5.4,25561,3rd Owner,39.1,4.25
2022-01-11,Yamaha FZ-S,Delhi,42,7.1,61096,3rd Owner,26.2,0.0
2022-01-28,Bajaj Platina,Delhi,62,1.6,9605,1st Owner,53.5,0.0
2024-02-04,Hero Splendor Plus,Mumbai,65,2.7,17508,1st Owner,49.1,9.39
2026-03-25,Hero Splendor Plus,Mumbai,65,7.2,31764,1st Owner,24.6,4.15
2026-01-21,Honda Activa 6G,Delhi,55,2.4,17733,1st Owner,56.4,4.54
2025-03-07,Bajaj Platina,Delhi,62,5.4,24459,2nd Owner,30.2,5.0
2023-04-26,Hero Splendor Plus,Mumbai,65,3.6,30648,2nd Owner,36.0,-1.85
2026-03-27,Suzuki Access 125,Mumbai,50,4.8,24652,2nd Owner,38.1,4.15
2024-11-12,Hero Splendor Plus,Mumbai,65,4.2,21857,1st Owner,41.0,4.66
2024-09-04,Hero HF Deluxe,Delhi,68,5.0,23547,1st Owner,32.3,5.2
2024-07-29,Suzuki Access 125,Bengaluru,50,0.6,2707,1st Owner,79.5,9.61
2025-07-13,Honda Activa 6G,Mumbai,55,7.0,42949,1st Owner,27.7,4.58
2025-10-31,KTM Duke 200,Bengaluru,32,3.5,26902,3rd Owner,88.1,4.51
2025-02-19,KTM Duke 200,Bengaluru,32,1.2,6863,2nd Owner,142.8,4.82
2023-03-31,Yamaha FZ-S,Bengaluru,42,3.6,25590,2nd Owner,61.0,-0.77
2023-02-17,Honda Activa 6G,Bengaluru,55,7.2,59419,2nd Owner,21.4,0.58
2023-05-01,Suzuki Access 125,Delhi,50,1.9,13969,2nd Owner,58.8,-2.22
2025-03-07,Hero Splendor Plus,Bengaluru,65,5.5,36852,2nd Owner,29.1,4.82
2024-12-05,Suzuki Access 125,Bengaluru,50,3.4,26759,2nd Owner,44.0,4.71
2023-12-10,TVS Jupiter,Delhi,52,3.9,18851,1st Owner,44.8,6.3
2023-11-13,Hero HF Deluxe,Delhi,68,5.0,28036,1st Owner,29.1,3.88
2024-09-28,Bajaj Platina,Mumbai,62,2.8,19129,3rd Owner,38.0,4.82
2025-01-11,Bajaj Platina,Bengaluru,62,7.5,46270,1st Owner,21.5,4.76
2026-06-18,TVS Jupiter,Delhi,52,5.6,22422,1st Owner,35.3,4.36
2026-06-30,Bajaj Pulsar 150,Bengaluru,45,4.5,33368,1st Owner,50.2,4.2
2026-05-30,Honda Activa 6G,Delhi,55,1.5,10406,1st Owner,66.1,4.43
2023-04-28,Bajaj Platina,Delhi,62,6.3,42152,3rd Owner,21.5,-2.09
2022-06-16,Suzuki Access 125,Delhi,50,5.1,29862,3rd Owner,33.1,10.89
2022-07-23,Bajaj Platina,Bengaluru,62,2.2,18968,2nd Owner,48.8,11.92
2023-08-12,Bajaj Pulsar 150,Bengaluru,45,1.0,4153,2nd Owner,83.7,-0.9
2024-06-02,KTM Duke 200,Mumbai,32,8.0,49227,1st Owner,53.5,9.42
2026-02-27,Hero Splendor Plus,Bengaluru,65,3.1,12456,2nd Owner,44.1,4.25
2024-03-22,Bajaj Pulsar 150,Bengaluru,45,4.8,21295,1st Owner,55.6,9.67
2022-10-27,Bajaj Pulsar 150,Bengaluru,45,2.0,10342,2nd Owner,77.8,8.22
2022-09-12,TVS Jupiter,Bengaluru,52,1.0,9057,1st Owner,67.4,10.68
2022-03-31,KTM Duke 200,Delhi,32,5.5,23241,2nd Owner,79.3,7.14
2025-09-02,Honda Activa 6G,Mumbai,55,2.2,13247,1st Owner,58.9,4.48
